Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,adsl,6854100,755.0
BUENOS AIRES,25 de Mayo,25 de Mayo,cablemodem,6854100,4600.0
BUENOS AIRES,25 de Mayo,25 de Mayo,fibra optica,6854100,2.0
BUENOS AIRES,25 de Mayo,25 de Mayo,satelital,6854100,742.0
BUENOS AIRES,25 de Mayo,25 de Mayo,wireless,6854100,727.0
BUENOS AIRES,25 de Mayo,Del Valle,adsl,6854020,181.0
BUENOS AIRES,25 de Mayo,Del Valle,otros,6854020,10.0
BUENOS AIRES,25 de Mayo,Del Valle,satelital,6854020,1.0
BUENOS AIRES,25 de Mayo,Ernestina,adsl,6854030,75.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,wireless,6854040,181.0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,wireless,6854050,6.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,cablemodem,6854060,782.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,fibra optica,6854060,496.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,otros,6854060,16.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,wireless,6854060,185.0
BUENOS AIRES,25 de Mayo,Pedernales,adsl,6854070,154.0
BUENOS AIRES,25 de Mayo,Pedernales,fibra optica,6854070,25.0
BUENOS AIRES,25 de Mayo,Pedernales,otros,6854070,21.0
BUENOS AIRES,25 de Mayo,Pedernales,wireless,6854070,7.0
BUENOS AIRES,9 de Julio,12 de Octubre,wireless,6588030,19.0
BUENOS AIRES,9 de Julio,9 de Julio,adsl,6588100,4241.0
BUENOS AIRES,9 de Julio,9 de Julio,cablemodem,6588100,3463.0
BUENOS AIRES,9 de Julio,9 de Julio,dial up,6588100,80.0
BUENOS AIRES,9 de Julio,9 de Julio,fibra optica,6588100,6238.0
BUENOS AIRES,9 de Julio,9 de Julio,wireless,6588100,831.0
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),adsl,6588010,450.0
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),otros,6588010,60.0
BUENOS AIRES,9 de Julio,Dudignac,wireless,6588040,474.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),adsl,6588060,193.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),fibra optica,6588060,2.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),otros,6588060,2.0
BUENOS AIRES,9 de Julio,Morea,wireless,6588080,130.0
BUENOS AIRES,9 de Julio,Patricios,adsl,6588110,81.0
BUENOS AIRES,9 de Julio,Patricios,wireless,6588110,50.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),fibra optica,6588120,118.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),wireless,6588120,42.0
BUENOS AIRES,Adolfo Alsina,Carhué,adsl,6007010,766.0
BUENOS AIRES,Adolfo Alsina,Carhué,dial up,6007010,1.0
BUENOS AIRES,Adolfo Alsina,Carhué,fibra optica,6007010,1417.0
BUENOS AIRES,Adolfo Alsina,Carhué,otros,6007010,1.0
BUENOS AIRES,Adolfo Alsina,Carhué,wireless,6007010,1073.0
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,fibra optica,6007020,208.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,fibra optica,6007050,60.0
BUENOS AIRES,Adolfo Alsina,Maza,fibra optica,6007070,390.0
BUENOS AIRES,Adolfo Alsina,Maza,satelital,6007070,2.0
BUENOS AIRES,Adolfo Alsina,Maza,wireless,6007070,14.0
BUENOS AIRES,Adolfo Alsina,Rivera,fibra optica,6007080,1309.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),adsl,6014010,464.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),dial up,6014010,2.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),fibra optica,6014010,943.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),wireless,6014010,690.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,fibra optica,6014020,654.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,otros,6014020,6.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,wireless,6014020,57.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,wireless,6014030,46.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,wireless,6014040,14.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),adsl,6021010,335.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),dial up,6021010,6.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),fibra optica,6021010,1.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),wireless,6021010,2.0
BUENOS AIRES,Alberti,Coronel Seguí,wireless,6021020,5.0
BUENOS AIRES,Alberti,Mechita,adsl,6021030,285.0
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),wireless,6021070,24.0
BUENOS AIRES,Almirante Brown,Adrogué,adsl,6028010,86.0
BUENOS AIRES,Almirante Brown,Adrogué,cablemodem,6028010,9190.0
BUENOS AIRES,Almirante Brown,Adrogué,dial up,6028010,53.0
BUENOS AIRES,Almirante Brown,Adrogué,fibra optica,6028010,12086.0
BUENOS AIRES,Almirante Brown,Adrogué,otros,6028010,2.0
BUENOS AIRES,Almirante Brown,Adrogué,satelital,6028010,1.0
BUENOS AIRES,Almirante Brown,Adrogué,wireless,6028010,26.0
BUENOS AIRES,Almirante Brown,Burzaco,adsl,6028010,39.0
BUENOS AIRES,Almirante Brown,Burzaco,cablemodem,6028010,15962.0
BUENOS AIRES,Almirante Brown,Burzaco,dial up,6028010,35.0
BUENOS AIRES,Almirante Brown,Burzaco,fibra optica,6028010,12081.0
BUENOS AIRES,Almirante Brown,Burzaco,otros,6028010,6.0
BUENOS AIRES,Almirante Brown,Burzaco,satelital,6028010,2.0
BUENOS AIRES,Almirante Brown,Burzaco,wireless,6028010,309.0
BUENOS AIRES,Almirante Brown,Claypole,adsl,6028010,4.0
BUENOS AIRES,Almirante Brown,Claypole,cablemodem,6028010,7379.0
BUENOS AIRES,Almirante Brown,Claypole,dial up,6028010,3.0
BUENOS AIRES,Almirante Brown,Claypole,fibra optica,6028010,3987.0
BUENOS AIRES,Almirante Brown,Claypole,otros,6028010,13.0
BUENOS AIRES,Almirante Brown,Claypole,wireless,6028010,2.0
BUENOS AIRES,Almirante Brown,Don Orione,cablemodem,6028010,5391.0
BUENOS AIRES,Almirante Brown,Don Orione,wireless,6028010,1.0
BUENOS AIRES,Almirante Brown,Glew,adsl,6028010,11.0
BUENOS AIRES,Almirante Brown,Glew,cablemodem,6028010,8794.0
BUENOS AIRES,Almirante Brown,Glew,dial up,6028010,10.0
BUENOS AIRES,Almirante Brown,Glew,fibra optica,6028010,12012.0
BUENOS AIRES,Almirante Brown,Glew,otros,6028010,12.0
BUENOS AIRES,Almirante Brown,Glew,wireless,6028010,54.0
BUENOS AIRES,Almirante Brown,Jose Mármol,cablemodem,6028010,7243.0
BUENOS AIRES,Almirante Brown,Jose Mármol,dial up,6028010,1.0
BUENOS AIRES,Almirante Brown,Jose Mármol,fibra optica,6028010,1605.0
BUENOS AIRES,Almirante Brown,Jose Mármol,otros,6028010,2.0
BUENOS AIRES,Almirante Brown,Jose Mármol,wireless,6028010,1.0
BUENOS AIRES,Almirante Brown,Longchamps,adsl,6028010,16.0
BUENOS AIRES,Almirante Brown,Longchamps,cablemodem,6028010,8913.0
BUENOS AIRES,Almirante Brown,Longchamps,dial up,6028010,20.0
BUENOS AIRES,Almirante Brown,Longchamps,fibra optica,6028010,8223.0
BUENOS AIRES,Almirante Brown,Longchamps,otros,6028010,4.0
BUENOS AIRES,Almirante Brown,Longchamps,wireless,6028010,1.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,adsl,6028010,1.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,cablemodem,6028010,4501.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,dial up,6028010,3.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,fibra optica,6028010,787.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,otros,6028010,2.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,wireless,6028010,1.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,adsl,6028010,3.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,cablemodem,6028010,3544.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,dial up,6028010,4.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,fibra optica,6028010,4309.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,wireless,6028010,1.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,adsl,6028010,9.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,cablemodem,6028010,10634.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,dial up,6028010,14.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,fibra optica,6028010,10091.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,otros,6028010,178.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,wireless,6028010,340.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,adsl,6028010,3.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,cablemodem,6028010,4227.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,dial up,6028010,4.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,fibra optica,6028010,4746.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,otros,6028010,127.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,wireless,6028010,2.0
BUENOS AIRES,Almirante Brown,San Jose,adsl,6028010,2.0
BUENOS AIRES,Almirante Brown,San Jose,cablemodem,6028010,8599.0
BUENOS AIRES,Almirante Brown,San Jose,dial up,6028010,1.0
BUENOS AIRES,Almirante Brown,San Jose,fibra optica,6028010,1166.0
BUENOS AIRES,Almirante Brown,San Jose,satelital,6028010,3.0
BUENOS AIRES,Almirante Brown,San Jose,wireless,6028010,1.0
BUENOS AIRES,AMBA,Otros,cablemodem,Sin Datos,0.0
BUENOS AIRES,AMBA,Otros,otros,Sin Datos,0.0
BUENOS AIRES,AMBA,Otros,wireless,Sin Datos,13.0
BUENOS AIRES,Arrecifes,Arrecifes,adsl,6077010,773.0
BUENOS AIRES,Arrecifes,Arrecifes,cablemodem,6077010,1294.0
BUENOS AIRES,Arrecifes,Arrecifes,dial up,6077010,12.0
BUENOS AIRES,Arrecifes,Arrecifes,fibra optica,6077010,6902.0
BUENOS AIRES,Arrecifes,Arrecifes,satelital,6077010,1.0
BUENOS AIRES,Arrecifes,Arrecifes,wireless,6077010,1325.0
BUENOS AIRES,Arrecifes,Todd,fibra optica,6077020,341.0
BUENOS AIRES,Arrecifes,Viña,adsl,6077030,50.0
BUENOS AIRES,Arrecifes,Viña,wireless,6077030,30.0
BUENOS AIRES,Avellaneda,Avellaneda,adsl,6035010,903.0
BUENOS AIRES,Avellaneda,Avellaneda,cablemodem,6035010,8387.0
BUENOS AIRES,Avellaneda,Avellaneda,dial up,6035010,46.0
BUENOS AIRES,Avellaneda,Avellaneda,fibra optica,6035010,7576.0
BUENOS AIRES,Avellaneda,Avellaneda,otros,6035010,72.0
BUENOS AIRES,Avellaneda,Avellaneda,satelital,6035010,8.0
BUENOS AIRES,Avellaneda,Avellaneda,wireless,6035010,79.0
BUENOS AIRES,Avellaneda,Crucesita,adsl,6035010,1.0
BUENOS AIRES,Avellaneda,Crucesita,cablemodem,6035010,4728.0
BUENOS AIRES,Avellaneda,Crucesita,fibra optica,6035010,3160.0
BUENOS AIRES,Avellaneda,Crucesita,otros,6035010,2.0
BUENOS AIRES,Avellaneda,Dock Sud,adsl,6035010,11.0
BUENOS AIRES,Avellaneda,Dock Sud,cablemodem,6035010,606.0
BUENOS AIRES,Avellaneda,Dock Sud,fibra optica,6035010,1898.0
BUENOS AIRES,Avellaneda,Dock Sud,otros,6035010,12.0
BUENOS AIRES,Avellaneda,Dock Sud,wireless,6035010,26.0
BUENOS AIRES,Avellaneda,Gerli,adsl,6035010,3.0
BUENOS AIRES,Avellaneda,Gerli,cablemodem,6035010,5553.0
BUENOS AIRES,Avellaneda,Gerli,fibra optica,6035010,4977.0
BUENOS AIRES,Avellaneda,Pineyro,adsl,6035010,9.0
BUENOS AIRES,Avellaneda,Pineyro,cablemodem,6035010,5475.0
BUENOS AIRES,Avellaneda,Pineyro,dial up,6035010,1.0
BUENOS AIRES,Avellaneda,Pineyro,fibra optica,6035010,2758.0
BUENOS AIRES,Avellaneda,Sarandí,adsl,6035010,703.0
BUENOS AIRES,Avellaneda,Sarandí,cablemodem,6035010,9148.0
BUENOS AIRES,Avellaneda,Sarandí,dial up,6035010,60.0
BUENOS AIRES,Avellaneda,Sarandí,fibra optica,6035010,13979.0
BUENOS AIRES,Avellaneda,Sarandí,otros,6035010,4.0
BUENOS AIRES,Avellaneda,Sarandí,satelital,6035010,1.0
BUENOS AIRES,Avellaneda,Sarandí,wireless,6035010,1.0
BUENOS AIRES,Avellaneda,Villa Domínico,adsl,6035010,15.0
BUENOS AIRES,Avellaneda,Villa Domínico,cablemodem,6035010,8086.0
BUENOS AIRES,Avellaneda,Villa Domínico,dial up,6035010,2.0
BUENOS AIRES,Avellaneda,Villa Domínico,fibra optica,6035010,7644.0
BUENOS AIRES,Avellaneda,Villa Domínico,otros,6035010,11.0
BUENOS AIRES,Avellaneda,Villa Domínico,wireless,6035010,600.0
BUENOS AIRES,Avellaneda,Wilde,adsl,6035010,329.0
BUENOS AIRES,Avellaneda,Wilde,cablemodem,6035010,11682.0
BUENOS AIRES,Avellaneda,Wilde,dial up,6035010,62.0
BUENOS AIRES,Avellaneda,Wilde,fibra optica,6035010,16887.0
BUENOS AIRES,Avellaneda,Wilde,otros,6035010,8.0
BUENOS AIRES,Avellaneda,Wilde,wireless,6035010,101.0
BUENOS AIRES,Ayacucho,Ayacucho,adsl,6042010,1834.0
BUENOS AIRES,Ayacucho,Ayacucho,dial up,6042010,2.0
BUENOS AIRES,Ayacucho,Ayacucho,wireless,6042010,142.0
BUENOS AIRES,Ayacucho,La Constancia,wireless,6042020,10.0
BUENOS AIRES,Ayacucho,Solanet,wireless,6042030,27.0
BUENOS AIRES,Ayacucho,Udaquiola,satelital,6042040,1.0
BUENOS AIRES,Ayacucho,Udaquiola,wireless,6042040,46.0
BUENOS AIRES,Azul,Azul,adsl,6049020,1692.0
BUENOS AIRES,Azul,Azul,cablemodem,6049020,15053.0
BUENOS AIRES,Azul,Azul,dial up,6049020,48.0
BUENOS AIRES,Azul,Azul,fibra optica,6049020,79.0
BUENOS AIRES,Azul,Azul,otros,6049020,14.0
BUENOS AIRES,Azul,Azul,satelital,6049020,2.0
BUENOS AIRES,Azul,Azul,wireless,6049020,1145.0
BUENOS AIRES,Azul,Cacharí,dial up,6049030,2.0
BUENOS AIRES,Azul,Cacharí,wireless,6049030,521.0
BUENOS AIRES,Azul,Chillar,satelital,6049040,1.0
BUENOS AIRES,Azul,Chillar,wireless,6049040,565.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,adsl,6056010,3774.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,cablemodem,6056010,103297.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,dial up,6056010,388.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,fibra optica,6056010,15511.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,otros,6056010,64.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,satelital,6056010,8.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,wireless,6056010,2764.0
BUENOS AIRES,Bahía Blanca,Cabildo,cablemodem,6056020,193.0
BUENOS AIRES,Bahía Blanca,Cabildo,dial up,6056020,4.0
BUENOS AIRES,Bahía Blanca,Cabildo,fibra optica,6056020,210.0
BUENOS AIRES,Bahía Blanca,Cabildo,otros,6056020,2.0
BUENOS AIRES,Bahía Blanca,Cabildo,wireless,6056020,66.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),adsl,6056030,320.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),cablemodem,6056030,1678.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),dial up,6056030,1.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),fibra optica,6056030,2.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),wireless,6056030,15.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,fibra optica,6056020,1.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,satelital,6056020,3.0
BUENOS AIRES,Balcarce,Balcarce,adsl,6063010,1347.0
BUENOS AIRES,Balcarce,Balcarce,cablemodem,6063010,11898.0
BUENOS AIRES,Balcarce,Balcarce,dial up,6063010,36.0
BUENOS AIRES,Balcarce,Balcarce,fibra optica,6063010,45.0
BUENOS AIRES,Balcarce,Balcarce,otros,6063010,9.0
BUENOS AIRES,Balcarce,Balcarce,wireless,6063010,883.0
BUENOS AIRES,Balcarce,Los Pinos,otros,6063020,9.0
BUENOS AIRES,Balcarce,Los Pinos,wireless,6063020,30.0
BUENOS AIRES,Balcarce,Napaleofú,fibra optica,6063030,15.0
BUENOS AIRES,Balcarce,Napaleofú,wireless,6063030,107.0
BUENOS AIRES,Balcarce,Ramos Otero,wireless,6063040,8.0
BUENOS AIRES,Balcarce,San Agustín,otros,6063050,3.0
BUENOS AIRES,Balcarce,San Agustín,wireless,6063050,72.0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,wireless,6063060,42.0
BUENOS AIRES,Baradero,Baradero,adsl,6070010,861.0
BUENOS AIRES,Baradero,Baradero,cablemodem,6070010,7532.0
BUENOS AIRES,Baradero,Baradero,fibra optica,6070010,85.0
BUENOS AIRES,Baradero,Baradero,satelital,6070010,2.0
BUENOS AIRES,Baradero,Baradero,wireless,6070010,827.0
BUENOS AIRES,Baradero,Irineo Portela,fibra optica,6070020,1.0
BUENOS AIRES,Baradero,Irineo Portela,wireless,6070020,78.0
BUENOS AIRES,Baradero,Santa Coloma,wireless,6070030,55.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),adsl,6070040,91.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),otros,6070040,10.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),wireless,6070040,248.0
BUENOS AIRES,Benito Juárez,Barker,dial up,6084010,1.0
BUENOS AIRES,Benito Juárez,Barker,fibra optica,6084010,10.0
BUENOS AIRES,Benito Juárez,Barker,satelital,6084010,2.0
BUENOS AIRES,Benito Juárez,Barker,wireless,6084010,70.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),adsl,6084020,650.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),dial up,6084020,20.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),fibra optica,6084020,563.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),otros,6084020,4.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),satelital,6084020,1.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),wireless,6084020,147.0
BUENOS AIRES,Benito Juárez,López,fibra optica,6084030,4.0
BUENOS AIRES,Benito Juárez,López,wireless,6084030,12.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),fibra optica,6084050,20.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),satelital,6084050,1.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),wireless,6084050,100.0
BUENOS AIRES,Berazategui,Berazategui,adsl,6091010,247.0
BUENOS AIRES,Berazategui,Berazategui,cablemodem,6091010,15969.0
BUENOS AIRES,Berazategui,Berazategui,dial up,6091010,38.0
BUENOS AIRES,Berazategui,Berazategui,fibra optica,6091010,29692.0
BUENOS AIRES,Berazategui,Berazategui,otros,6091010,15.0
BUENOS AIRES,Berazategui,Berazategui,satelital,6091010,4.0
BUENOS AIRES,Berazategui,Berazategui,wireless,6091010,49.0
BUENOS AIRES,Berazategui,Berazategui Oeste,adsl,6091010,16.0
BUENOS AIRES,Berazategui,Berazategui Oeste,cablemodem,6091010,143.0
BUENOS AIRES,Berazategui,Berazategui Oeste,fibra optica,6091010,15952.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,adsl,6091010,1.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,cablemodem,6091010,1291.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,fibra optica,6091010,2002.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,adsl,6091010,1340.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,cablemodem,6091010,2262.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,fibra optica,6091010,672.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,wireless,6091010,16.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,adsl,6091010,67.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,cablemodem,6091010,5749.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,dial up,6091010,2.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,fibra optica,6091010,10092.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,otros,6091010,1.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,adsl,6091010,94.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,cablemodem,6091010,1904.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,dial up,6091010,2.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,fibra optica,6091010,5644.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,wireless,6091010,90.0
BUENOS AIRES,Berazategui,Pereyra,cablemodem,6091010,240.0
BUENOS AIRES,Berazategui,Pereyra,dial up,6091010,1.0
BUENOS AIRES,Berazategui,Pereyra,fibra optica,6091010,431.0
BUENOS AIRES,Berazategui,Plátanos,cablemodem,6091010,1658.0
BUENOS AIRES,Berazategui,Plátanos,fibra optica,6091010,2370.0
BUENOS AIRES,Berazategui,Plátanos,otros,6091010,1.0
BUENOS AIRES,Berazategui,Ranelagh,adsl,6091010,10.0
BUENOS AIRES,Berazategui,Ranelagh,cablemodem,6091010,2807.0
BUENOS AIRES,Berazategui,Ranelagh,dial up,6091010,13.0
BUENOS AIRES,Berazategui,Ranelagh,fibra optica,6091010,7837.0
BUENOS AIRES,Berazategui,Ranelagh,satelital,6091010,1.0
BUENOS AIRES,Berazategui,Villa España,adsl,6091010,1.0
BUENOS AIRES,Berazategui,Villa España,cablemodem,6091010,986.0
BUENOS AIRES,Berazategui,Villa España,fibra optica,6091010,2376.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),fibra optica,6098010,132.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),wireless,6098010,250.0
BUENOS AIRES,Berisso,Berisso,adsl,6098010,3116.0
BUENOS AIRES,Berisso,Berisso,cablemodem,6098010,14608.0
BUENOS AIRES,Berisso,Berisso,dial up,6098010,21.0
BUENOS AIRES,Berisso,Berisso,fibra optica,6098010,7667.0
BUENOS AIRES,Berisso,Berisso,otros,6098010,6.0
BUENOS AIRES,Berisso,Berisso,wireless,6098010,413.0
BUENOS AIRES,Berisso,Villa Arguello,fibra optica,6098010,132.0
BUENOS AIRES,Berisso,Villa Arguello,wireless,6098010,250.0
BUENOS AIRES,Berisso,Villa Nueva,fibra optica,6098010,132.0
BUENOS AIRES,Berisso,Villa Nueva,wireless,6098010,250.0
BUENOS AIRES,Berisso,Villa Progreso,fibra optica,6098010,132.0
BUENOS AIRES,Berisso,Villa Progreso,wireless,6098010,250.0
BUENOS AIRES,Bolívar,Hale,adsl,6105010,10.0
BUENOS AIRES,Bolívar,Juan F. Ibarra,fibra optica,6105020,1.0
BUENOS AIRES,Bolívar,OTROS,cablemodem,Sin Datos,1.0
BUENOS AIRES,Bolívar,OTROS,fibra optica,Sin Datos,1.0
BUENOS AIRES,Bolívar,Pirovano,otros,6105050,50.0
BUENOS AIRES,Bolívar,Pirovano,wireless,6105050,45.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),adsl,6105060,727.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),cablemodem,6105060,5123.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),dial up,6105060,2.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),fibra optica,6105060,10.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),satelital,6105060,1.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),wireless,6105060,255.0
BUENOS AIRES,Bolívar,Urdampilleta,dial up,6105070,5.0
BUENOS AIRES,Bolívar,Urdampilleta,fibra optica,6105070,2.0
BUENOS AIRES,Bolívar,Urdampilleta,wireless,6105070,71.0
BUENOS AIRES,Bragado,Bragado,adsl,6112010,500.0
BUENOS AIRES,Bragado,Bragado,cablemodem,6112010,2810.0
BUENOS AIRES,Bragado,Bragado,dial up,6112010,10.0
BUENOS AIRES,Bragado,Bragado,fibra optica,6112010,246.0
BUENOS AIRES,Bragado,Bragado,wireless,6112010,212.0
BUENOS AIRES,Bragado,Comodoro Py,fibra optica,6112020,220.0
BUENOS AIRES,Bragado,Comodoro Py,wireless,6112020,2.0
BUENOS AIRES,Bragado,General O'Brien,adsl,6112030,321.0
BUENOS AIRES,Bragado,General O'Brien,fibra optica,6112030,83.0
BUENOS AIRES,Bragado,General O'Brien,wireless,6112030,36.0
BUENOS AIRES,Bragado,Irala,cablemodem,6112040,2.0
BUENOS AIRES,Bragado,Irala,wireless,6112040,22.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),adsl,6112070,10.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),cablemodem,6112070,8.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),wireless,6112070,8.0
BUENOS AIRES,Bragado,Olascoaga,wireless,6112080,40.0
BUENOS AIRES,Bragado,Warnes,adsl,6112090,135.0
BUENOS AIRES,Bragado,Warnes,otros,6112090,9.0
BUENOS AIRES,Bragado,Warnes,wireless,6112090,7.0
BUENOS AIRES,Brandsen,Coronel Brandsen,adsl,6119050,1250.0
BUENOS AIRES,Brandsen,Coronel Brandsen,cablemodem,6119050,420.0
BUENOS AIRES,Brandsen,Coronel Brandsen,dial up,6119050,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,fibra optica,6119050,3400.0
BUENOS AIRES,Brandsen,Coronel Brandsen,otros,6119050,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,wireless,6119050,1208.0
BUENOS AIRES,Brandsen,Jeppener,adsl,6119070,815.0
BUENOS AIRES,Brandsen,Jeppener,fibra optica,6119070,2.0
BUENOS AIRES,Campana,Alto Los Cardales,fibra optica,6126010,276.0
BUENOS AIRES,Campana,Alto Los Cardales,wireless,6126010,41.0
BUENOS AIRES,Campana,Barrio Los Pioneros,wireless,6126020,60.0
BUENOS AIRES,Campana,Campana,adsl,6126030,604.0
